id,employee_id,beginDate,endDate,interruption_type_id
1423,1349,2018-03-28,2018-03-30,1
1564,1350,2019-01-28,2019-01-28,1
1565,1350,2019-01-30,2019-01-31,1
1389,1352,2017-10-24,2017-10-24,1
1429,1352,2018-02-28,2018-02-28,1
1484,1352,2018-10-01,2018-10-03,1
1394,1354,2017-11-08,2017-11-09,1
1431,1354,2018-02-21,2018-02-21,1
1432,1354,2018-05-29,2018-05-29,1
1489,1356,2019-06-01,2019-06-01,1
1355,1364,2018-01-29,2018-01-31,1
1356,1364,2018-03-01,2018-03-01,1
1413,1364,2018-03-27,2018-03-27,1
1357,1365,2018-01-30,2018-02-01,1
1364,1370,2017-11-16,2017-11-16,1
1365,1370,2018-03-06,2018-03-06,1
1414,1371,2018-03-26,2018-03-26,1
1381,1374,2017-09-01,2017-09-06,1
1382,1374,2018-03-08,2018-03-09,1
1383,1374,2018-03-15,2018-03-16,1
1420,1375,2018-05-28,2018-05-29,1
1519,1375,2019-01-08,2019-01-18,1
1518,1375,2019-09-17,2019-09-18,1
1345,1378,2018-02-26,2018-02-27,1
1409,1383,2018-03-23,2018-03-23,1
1410,1383,2018-05-08,2018-05-08,1
1550,1385,2019-01-18,2019-01-18,1
1406,1392,2017-09-01,2017-11-09,1
1407,1392,2017-11-10,2017-12-22,1
1408,1392,2018-02-26,2018-03-11,1
1446,1396,2019-01-29,2019-01-30,1
1445,1396,2019-03-20,2019-03-20,1
1444,1396,2019-03-21,2019-04-05,1
1443,1396,2019-04-06,2019-06-30,1
1478,1402,2018-09-26,2018-09-28,1
1512,1406,2019-01-10,2019-01-11,1
1513,1406,2019-05-02,2019-05-03,1
1526,1407,2019-02-21,2019-02-22,1
1527,1407,2019-03-20,2019-03-20,1
1505,1409,2019-02-21,2019-02-21,1
1485,1412,2019-02-01,2019-02-02,1
1500,1415,2019-01-21,2019-01-21,1
1502,1415,2019-01-22,2019-01-22,1
1501,1415,2019-01-24,2019-01-24,1
1504,1415,2019-02-05,2019-02-05,1
1510,1415,2019-06-12,2019-06-12,1
1449,1416,2019-12-13,2019-12-14,1
1529,1423,2018-12-10,2018-12-10,1
1528,1423,2019-02-06,2019-02-09,1
1530,1423,2019-03-20,2019-03-20,1
1570,1424,2018-10-04,2018-10-04,1
1571,1424,2018-11-14,2018-11-30,1
1563,1428,2019-11-26,2019-11-26,1
1566,1429,2018-09-01,2018-09-05,1
1567,1429,2018-10-11,2018-10-11,1
1568,1429,2018-10-12,2018-10-12,1
1569,1429,2019-05-06,2019-05-10,1
1572,1430,2018-12-03,2018-12-07,1
1573,1430,2019-03-25,2019-03-26,1
1574,1430,2019-06-03,2019-06-03,1
1487,1433,2019-05-02,2019-05-05,1
1488,1434,2019-02-01,2019-02-04,1
1483,1435,2018-10-01,2018-10-11,1
1474,1437,2018-12-12,2018-12-14,1
1475,1437,2019-01-31,2019-02-01,1
1476,1437,2019-02-13,2019-02-13,1
1477,1437,2019-05-14,2019-05-16,1
1448,1440,2019-03-20,2019-03-20,1
1450,1443,2019-03-20,2019-03-20,1
1490,1445,2019-02-11,2019-02-12,1
1511,1449,2019-02-25,2019-03-26,1
1516,1452,2019-05-21,2019-05-23,1
1517,1455,2019-02-13,2019-02-19,1
1543,1460,2019-01-29,2019-01-29,1
1544,1460,2019-02-21,2019-02-21,1
1551,1462,2019-01-14,2019-01-18,1
1552,1462,2019-01-21,2019-01-26,1
1553,1462,2019-01-27,2019-02-10,1
1509,1464,2019-04-25,2019-05-02,1
1562,1465,2019-01-09,2019-01-09,1
1440,1466,2019-05-13,2019-05-15,1
1471,1468,2019-03-15,2019-03-15,1
1545,1479,2019-02-20,2019-02-22,1
1546,1479,2019-02-28,2019-03-01,1
1547,1479,2019-03-11,2019-03-14,1
1548,1479,2019-03-15,2019-03-22,1
1577,1505,2016-09-01,2016-09-08,1
