id,educational_function_id,employee_id,seniority_days,total_seniority_days,isTadd
1554,3,1132,3.0,3.0,0
1558,1,1133,6.0,6.0,0
1559,3,1133,6.0,6.0,0
1560,9,1133,6.0,6.0,0
1561,1,1134,3.0,3.0,0
1890,1,1135,86.0,99.5,0
1894,4,1135,86.0,99.5,0
1563,3,1135,394.0,421.0,0
1966,7,1136,6.0,6.0,0
1970,8,1136,6.0,6.0,0
1967,4,1136,6.0,6.0,0
1564,3,1136,23.0,23.0,0
1565,1,1137,2.0,2.0,0
1573,7,1138,6.0,6.0,0
1574,11,1138,1.5,1.5,0
1575,11,1139,284.0,299.0,0
1987,10,1140,115.0,115.5,0
1576,11,1140,687.0,700.0,0
1786,10,1141,1033.0,1033.0,1
1577,11,1141,606.0,606.0,0
1579,11,1142,108.5,149.5,0
1580,11,1143,403.0,405.0,0
1581,11,1144,906.0,909.0,0
1582,2,1145,10.5,10.5,0
1585,10,1146,303.0,303.0,0
1783,11,1146,1033.0,1033.0,1
1586,10,1147,606.0,606.0,0
1766,11,1147,1033.0,1033.0,1
1588,17,1148,755.5,757.5,0
1589,18,1149,275.0,275.0,0
1590,19,1150,14.5,14.5,0
1591,11,1151,12.0,12.0,0
1592,11,1152,114.0,114.0,0
1593,10,1153,9.0,9.0,0
1594,11,1153,18.0,18.0,0
1595,10,1154,377.0,386.5,0
1928,11,1154,575.0,606.0,0
1929,9,1154,141.5,151.5,0
1596,11,1155,229.0,229.0,0
1597,10,1156,9.0,9.0,0
1598,11,1156,96.5,96.5,0
1607,7,1159,730.5,730.5,1
1895,1,1159,151.5,151.5,0
1679,3,1159,1184.5,1184.5,1
1608,3,1160,1033.0,1033.0,1
1609,3,1161,1033.0,1033.0,1
1610,3,1162,1033.0,1033.0,1
1611,3,1163,1033.0,1033.0,1
1612,3,1164,1033.0,1033.0,1
1613,3,1165,1033.0,1033.0,1
1614,3,1166,1033.0,1033.0,1
1859,4,1167,454.5,454.5,0
1615,3,1167,1033.0,1033.0,1
1616,3,1168,1033.0,1033.0,1
1617,5,1169,1033.0,1033.0,1
1618,3,1170,1033.0,1033.0,1
1619,3,1171,1033.0,1033.0,1
1620,1,1172,1033.0,1033.0,1
1621,1,1173,1033.0,1033.0,1
1623,1,1174,1033.0,1033.0,1
1624,1,1175,1033.0,1033.0,1
1625,1,1176,1033.0,1033.0,1
1627,1,1177,1033.0,1033.0,1
1628,1,1178,1033.0,1033.0,1
1629,3,1179,1033.0,1033.0,1
1630,3,1180,1033.0,1033.0,1
1631,3,1181,1033.0,1033.0,1
1632,3,1182,1033.0,1033.0,1
1633,3,1183,1033.0,1033.0,1
1634,3,1184,1033.0,1033.0,1
2057,1,1185,151.5,151.5,0
1637,3,1185,1033.0,1033.0,1
1638,3,1186,1033.0,1033.0,1
1642,3,1187,1033.0,1033.0,1
1911,1,1188,0.0,0.0,0
1643,3,1188,1033.0,1033.0,1
1646,3,1189,1033.0,1033.0,1
1647,3,1190,1033.0,1033.0,1
1656,1,1191,1033.0,1033.0,1
1650,1,1192,1033.0,1033.0,1
1652,1,1193,1033.0,1033.0,1
1654,1,1194,1033.0,1033.0,1
1655,1,1195,1033.0,1033.0,1
1657,4,1196,1033.0,1033.0,1
1658,2,1197,1033.0,1033.0,1
2026,5,1198,303.0,303.0,0
1659,3,1198,909.0,909.0,0
1660,3,1199,1033.0,1033.0,1
1885,9,1199,1399.0,1399.0,1
1662,7,1200,1033.0,1033.0,1
1663,7,1201,1033.0,1033.0,1
1664,7,1202,1033.0,1033.0,1
1666,4,1203,1033.0,1033.0,1
1667,3,1204,1033.0,1033.0,1
1668,3,1205,1033.0,1033.0,1
1669,3,1206,1033.0,1033.0,1
1670,9,1206,1033.0,1033.0,1
1671,3,1207,1033.0,1033.0,1
1674,7,1208,1033.0,1033.0,1
1673,7,1209,1033.0,1033.0,1
1676,3,1210,1033.0,1033.0,1
1680,3,1211,1033.0,1033.0,1
1675,3,1212,1033.0,1033.0,1
1678,3,1213,1033.0,1033.0,1
1681,3,1214,1033.0,1033.0,1
1682,3,1215,1033.0,1033.0,1
1683,3,1216,1033.0,1033.0,1
1684,3,1217,1033.0,1033.0,1
1685,3,1218,1033.0,1033.0,1
1700,9,1218,1033.0,1033.0,1
1687,3,1219,1033.0,1033.0,1
1677,3,1220,1033.0,1033.0,1
1689,1,1221,1033.0,1033.0,1
1691,1,1222,1033.0,1033.0,1
1692,1,1223,1033.0,1033.0,1
1693,1,1224,1033.0,1033.0,1
1694,1,1225,1033.0,1033.0,1
1699,2,1226,1033.0,1033.0,1
1702,7,1227,1215.5,1215.5,1
1703,8,1227,1033.0,1033.0,1
1704,7,1228,1033.0,1033.0,1
1705,3,1229,1033.0,1033.0,1
1706,3,1230,1033.0,1033.0,1
1707,3,1231,1033.0,1033.0,1
1708,3,1232,1033.0,1033.0,1
1711,3,1233,1033.0,1033.0,1
1712,3,1234,1033.0,1033.0,1
1713,3,1235,1033.0,1033.0,1
1714,3,1236,1033.0,1033.0,1
1717,3,1237,1033.0,1033.0,1
1718,3,1238,1033.0,1033.0,1
1722,1,1239,1033.0,1033.0,1
1709,3,1240,1033.0,1033.0,1
1710,3,1241,1033.0,1033.0,1
1715,3,1242,1033.0,1033.0,1
1723,1,1243,1033.0,1033.0,1
1724,1,1244,1033.0,1033.0,1
1726,1,1245,1033.0,1033.0,1
1727,1,1246,1033.0,1033.0,1
1728,1,1247,1033.0,1033.0,1
1731,1,1248,1033.0,1033.0,1
1732,1,1249,1033.0,1033.0,1
1734,4,1250,1033.0,1033.0,1
1735,3,1251,1033.0,1033.0,1
1736,9,1251,1033.0,1033.0,1
1739,3,1252,1033.0,1033.0,1
1740,3,1253,1033.0,1033.0,1
1741,3,1254,1033.0,1033.0,1
1745,1,1255,1033.0,1033.0,1
1748,1,1256,1033.0,1033.0,1
1749,1,1257,1033.0,1033.0,1
1752,7,1258,1033.0,1033.0,1
1754,9,1259,1215.5,1215.5,1
1757,7,1260,1033.0,1033.0,1
1756,8,1261,1033.0,1033.0,1
1811,23,1262,1033.0,1033.0,1
1760,11,1263,1033.0,1033.0,1
1761,11,1264,1033.0,1033.0,1
1763,11,1265,1033.0,1033.0,1
1801,17,1266,1033.0,1033.0,1
1789,10,1267,1033.0,1033.0,1
1914,11,1267,303.0,303.0,0
1817,18,1268,1033.0,1033.0,1
2095,3,1269,173.0,175.0,0
1764,11,1269,1033.0,1033.0,1
1765,11,1270,1033.0,1033.0,1
1796,17,1271,1033.0,1033.0,1
1784,11,1272,1033.0,1033.0,1
1804,17,1273,1033.0,1033.0,1
1805,17,1274,1033.0,1033.0,1
1820,18,1275,1033.0,1033.0,1
1797,17,1276,1033.0,1033.0,1
1767,11,1277,1033.0,1033.0,1
1768,11,1278,1033.0,1033.0,1
1816,18,1279,1033.0,1033.0,1
1769,11,1280,1033.0,1033.0,1
1806,17,1281,1033.0,1033.0,1
1819,18,1282,1033.0,1033.0,1
1773,11,1283,1033.0,1033.0,1
1774,11,1284,1033.0,1033.0,1
1775,11,1285,1033.0,1033.0,1
1776,11,1286,1033.0,1033.0,1
1798,17,1287,1033.0,1033.0,1
1780,11,1288,1033.0,1033.0,1
1779,11,1289,1033.0,1033.0,1
1777,11,1290,1033.0,1033.0,1
1785,11,1291,1033.0,1033.0,1
1799,17,1292,1033.0,1033.0,1
1787,10,1293,1033.0,1033.0,1
1814,22,1294,1033.0,1033.0,1
1807,17,1295,1033.0,1033.0,1
1793,2,1296,1033.0,1033.0,1
1794,2,1297,1033.0,1033.0,1
1795,2,1298,1033.0,1033.0,1
1854,18,1300,1033.0,1033.0,1
1821,11,1301,1033.0,1033.0,1
1823,10,1302,1033.0,1033.0,1
1822,11,1302,1033.0,1033.0,1
1841,2,1303,1033.0,1033.0,1
1824,11,1304,1033.0,1033.0,1
1825,11,1305,1033.0,1033.0,1
1826,11,1306,1033.0,1033.0,1
1827,11,1307,1033.0,1033.0,1
1842,17,1308,1033.0,1033.0,1
1845,18,1309,1033.0,1033.0,1
1828,11,1310,1033.0,1033.0,1
1843,17,1311,1033.0,1033.0,1
1846,18,1312,1033.0,1033.0,1
1840,2,1313,1033.0,1033.0,1
1847,18,1314,1033.0,1033.0,1
1829,11,1315,1033.0,1033.0,1
1848,18,1316,1033.0,1033.0,1
1844,22,1317,1033.0,1033.0,1
1839,19,1318,1033.0,1033.0,1
1830,11,1319,1033.0,1033.0,1
1838,10,1320,1033.0,1033.0,1
1831,11,1321,1033.0,1033.0,1
1852,7,1322,1033.0,1033.0,1
1853,7,1323,1033.0,1033.0,1
1855,18,1324,1033.0,1033.0,1
1861,4,1325,17.0,17.0,0
1860,3,1325,8.0,8.0,0
1863,1,1326,7.0,7.0,0
1864,1,1327,2.0,2.0,0
1870,7,1328,51.5,51.5,0
1871,3,1329,54.0,54.0,0
1872,7,1330,15.5,15.5,0
1873,3,1330,15.5,15.5,0
1874,9,1330,15.5,15.5,0
1875,1,1331,24.0,24.0,0
1876,3,1332,27.5,27.5,0
1877,9,1332,27.0,27.0,0
1878,1,1333,42.0,42.0,0
1879,1,1334,481.5,488.5,0
1952,9,1334,175.5,179.0,0
1881,3,1335,1.0,1.0,0
1882,10,1336,12.5,12.5,0
1883,11,1336,12.5,12.5,0
1884,17,1337,10.0,10.0,0
1981,7,1338,3.0,3.0,0
1887,3,1338,204.5,205.5,0
1964,7,1339,198.5,201.5,0
1968,8,1339,19.5,21.0,0
1891,2,1339,7.5,7.5,0
1918,1,1339,452.5,473.0,0
1920,3,1339,169.5,171.0,0
1919,9,1339,81.0,82.5,0
1892,4,1340,303.0,303.0,0
1974,7,1341,3.0,3.0,0
1934,1,1341,31.0,31.5,0
1897,3,1341,285.0,325.0,0
1975,9,1341,3.0,3.0,0
1900,3,1342,260.0,271.0,0
1901,8,1343,303.0,303.0,0
1902,3,1344,606.0,606.0,0
1903,3,1345,75.0,75.0,0
1905,1,1347,25.0,25.0,0
1906,9,1347,12.5,12.5,0
2119,7,1348,35.5,182.5,0
2120,1,1348,4.5,147.0,0
1908,3,1348,175.0,606.0,0
2121,9,1348,4.5,151.5,0
1909,7,1349,149.5,151.5,0
2013,1,1349,38.0,38.0,0
1910,3,1349,299.0,303.0,0
1915,11,1350,603.0,606.0,0
1916,22,1351,303.0,303.0,0
1922,11,1352,535.5,537.5,0
1923,9,1352,150.5,151.5,0
1925,22,1353,303.0,303.0,0
1926,17,1354,602.0,606.0,0
1927,17,1355,61.0,61.0,0
2078,10,1356,14.0,14.0,0
1930,11,1356,635.0,636.0,0
1983,7,1357,2.5,2.5,0
1982,2,1357,9.5,9.5,0
1931,1,1357,212.5,212.5,0
1932,1,1358,38.5,38.5,0
1933,9,1358,38.5,38.5,0
1935,3,1359,4.0,4.0,0
1936,1,1360,1.0,1.0,0
1938,4,1361,19.0,19.0,0
1937,3,1361,192.0,192.0,0
1939,3,1362,13.0,13.0,0
1940,3,1363,174.0,174.0,0
1943,11,1364,453.5,458.5,0
1944,11,1365,119.5,121.0,0
1945,11,1366,184.5,184.5,0
1946,17,1367,50.0,50.0,0
1948,20,1368,7.0,7.0,0
1949,17,1369,524.5,524.5,0
1950,17,1370,450.5,452.0,0
1951,11,1371,331.0,332.0,0
1953,1,1372,5.0,5.0,0
1954,9,1372,2.5,2.5,0
1955,3,1373,13.0,13.0,0
1956,3,1374,217.0,227.0,0
2010,9,1374,7.5,7.5,0
1957,3,1375,464.0,477.0,0
2023,7,1376,15.0,15.0,0
1958,3,1376,407.5,407.5,0
2022,9,1376,151.5,151.5,0
1960,7,1377,0.5,0.5,0
2012,1,1377,14.0,14.0,0
1959,4,1377,1.0,1.0,0
1962,7,1378,21.0,22.0,0
1961,4,1378,42.0,44.0,0
1991,9,1378,21.0,22.0,0
1972,7,1379,145.0,145.0,0
1973,9,1379,142.5,142.5,0
1980,8,1380,24.0,24.0,0
1978,1,1380,109.0,109.0,0
2017,4,1380,15.0,15.0,0
1976,3,1380,89.5,89.5,0
1979,9,1380,66.0,66.0,0
1977,1,1381,25.0,25.0,0
1984,2,1382,12.0,12.0,0
1985,18,1383,433.0,435.0,0
1986,20,1384,66.0,66.0,0
1988,19,1385,97.5,98.0,0
1989,3,1386,81.5,81.5,0
1990,3,1387,16.0,16.0,0
1993,11,1388,21.5,21.5,0
1994,11,1389,66.0,66.0,0
1995,11,1390,113.0,113.0,0
1996,11,1391,19.5,19.5,0
1997,11,1392,176.0,303.0,0
2000,18,1393,48.0,48.0,0
1998,11,1393,0.0,0.0,0
1999,22,1393,18.0,18.0,0
2001,7,1394,5.0,5.0,0
2002,11,1395,237.0,237.0,0
2025,8,1396,1.5,1.5,0
2003,3,1396,241.5,346.5,0
2005,17,1397,225.0,225.0,0
2006,11,1398,76.0,76.0,0
2008,19,1399,14.0,14.0,0
2011,1,1400,31.0,31.0,0
2014,1,1401,42.5,42.5,0
2015,1,1402,349.0,352.0,0
2018,10,1403,2.0,2.0,0
2019,19,1404,50.0,50.0,0
2107,7,1405,136.5,136.5,0
2020,3,1405,301.0,301.0,0
2021,9,1405,143.5,143.5,0
2024,1,1406,276.0,280.0,0
2102,9,1406,128.5,130.5,0
2060,7,1407,113.0,114.5,0
2061,1,1407,91.5,93.0,0
2027,3,1407,246.0,249.0,0
2062,9,1407,113.0,114.5,0
2028,8,1408,12.0,12.0,0
2029,3,1408,12.0,12.0,0
2030,7,1409,182.0,182.5,0
2031,8,1409,151.0,151.5,0
2032,9,1409,182.0,182.5,0
2033,3,1410,303.0,303.0,0
2034,4,1411,56.0,56.0,0
2137,11,1412,131.0,131.0,0
2035,19,1412,301.0,303.0,0
2036,18,1413,147.5,147.5,0
2037,11,1414,27.0,27.0,0
2038,9,1414,13.5,13.5,0
2098,7,1415,0.0,0.0,0
2041,10,1415,36.0,36.0,0
2099,3,1415,240.0,245.0,0
2042,11,1415,18.0,18.0,0
2044,4,1416,110.0,110.0,0
2046,3,1417,32.0,32.0,0
2047,1,1418,2.0,2.0,0
2048,3,1419,72.0,72.0,0
2050,7,1420,182.5,182.5,0
2054,8,1420,151.5,151.5,0
2052,1,1420,151.5,151.5,0
2056,3,1420,303.0,303.0,0
2055,9,1420,151.5,151.5,0
2051,3,1421,1.0,1.0,0
2059,7,1422,365.0,365.0,0
2063,3,1423,297.0,303.0,0
2064,2,1424,55.0,72.5,0
2066,11,1425,395.0,395.0,0
2068,20,1426,303.0,303.0,0
2069,11,1427,291.5,291.5,0
2070,22,1428,197.5,197.5,0
2071,17,1429,145.5,151.5,0
2073,20,1430,295.0,303.0,0
2074,18,1431,74.5,74.5,0
2075,3,1432,303.0,303.0,0
2076,11,1433,18.0,18.0,0
2077,11,1434,29.0,31.0,0
2079,7,1435,292.5,298.0,0
2134,1,1436,145.0,145.0,0
2080,3,1436,303.0,303.0,0
2083,1,1437,92.5,95.5,0
2081,3,1437,229.0,238.0,0
2087,9,1437,22.0,23.5,0
2082,1,1438,31.0,31.0,0
2085,9,1438,13.0,13.0,0
2084,2,1439,16.0,16.0,0
2125,7,1440,10.5,10.5,0
2088,3,1440,174.0,175.0,0
2089,3,1441,2.0,2.0,0
2090,3,1442,9.0,9.0,0
2091,1,1443,122.5,123.0,0
2127,3,1443,72.0,72.5,0
2092,1,1444,15.0,15.0,0
2126,7,1445,13.0,13.0,0
2093,3,1445,199.0,200.0,0
2116,10,1446,60.0,60.0,0
2094,4,1446,47.0,47.0,0
2096,7,1447,80.5,80.5,0
2097,3,1448,3.0,3.0,0
2100,1,1449,75.5,90.5,0
2101,7,1450,116.5,116.5,0
2103,3,1451,95.5,95.5,0
2104,4,1452,192.0,195.0,0
2105,3,1452,114.0,115.5,0
2106,4,1453,12.5,12.5,0
2108,3,1455,296.0,303.0,0
2109,2,1456,41.0,41.0,0
2110,18,1457,224.0,224.0,0
2111,22,1458,242.0,242.0,0
2112,22,1459,98.0,98.0,0
2113,17,1460,86.5,87.5,0
2114,11,1461,173.0,173.0,0
2115,20,1462,4.5,14.0,0
2117,9,1463,55.0,55.0,0
2122,3,1464,157.0,165.0,0
2123,20,1465,302.0,303.0,0
2124,3,1466,20.0,23.0,0
2135,4,1467,6.5,6.5,0
2128,3,1467,13.0,13.0,0
2132,1,1468,6.0,6.0,0
2129,3,1468,46.0,46.5,0
2133,1,1469,26.0,26.0,0
2131,3,1469,7.0,7.0,0
2136,9,1469,19.0,19.0,0
2138,18,1470,105.0,105.0,0
2139,11,1470,49.0,49.0,0
2140,17,1471,46.0,46.0,0
2141,11,1472,112.0,112.0,0
2143,11,1473,132.0,132.0,0
2144,1,1475,13.0,13.0,0
2145,1,1476,103.0,103.0,0
2146,1,1477,7.5,7.5,0
2147,2,1478,6.0,6.0,0
2148,2,1479,32.0,49.0,0
2149,2,1480,50.0,50.0,0
2150,2,1481,68.5,68.5,0
2151,20,1482,87.0,87.0,0
2152,22,1483,104.5,104.5,0
2153,11,1484,12.0,12.0,0
2154,11,1485,8.0,8.0,0
2156,11,1486,13.0,13.0,0
2157,18,1487,60.5,60.5,0
2158,1,1488,38.0,38.0,0
2159,3,1489,78.0,78.0,0
2160,9,1489,34.5,34.5,0
